site,division,category,line,model_name,recipe_group,uniqueid,product_code,model_complete,char_name,char_time,char_value
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-11 23:45:50,66975.87
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-12 06:45:25,62665.25
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-12 09:21:50,64876.69
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-12 18:21:05,63586.004
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-12 21:44:40,62073.35
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-13 01:54:20,60483.406
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-13 04:45:05,61714.633
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-13 08:49:10,61407.76
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-14 01:52:15,25529.963
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-14 05:03:15,68504.29
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-11 10:19:15,0.23433232
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-11 13:03:05,1.2375603
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-11 23:45:50,1.2883555
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-12 06:45:25,1.9153359
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-12 09:21:50,1.2608618
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-12 18:21:05,1.7027795
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-12 21:44:40,1.651462
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-13 01:54:20,1.7888856
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-13 04:45:05,1.6761358
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-13 08:49:10,1.3006858
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-14 01:52:15,0.12509742
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-14 05:03:15,1.7194914
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-11 10:19:15,0.23437501
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-11 13:03:05,2.5260417
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-11 23:45:50,2.867477
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-12 06:45:25,3.0034723
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-12 09:21:50,2.8819447
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-12 18:21:05,3.0642362
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-12 21:44:40,3.1047456
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-13 01:54:20,3.23117
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-13 04:45:05,3.0594137
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-13 08:49:10,3.096065
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-14 01:52:15,0.93076533
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Presion_max,2023-02-14 05:03:15,2.7254755
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-11 10:19:15,0.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-11 13:03:05,559.38
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-11 23:45:50,579.17755
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-12 06:45:25,717.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-12 09:21:50,900.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-12 18:21:05,8530.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-12 21:44:40,920.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-13 01:54:20,846.7058
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-13 04:45:05,848.035
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-13 08:49:10,813.6275
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-14 01:52:15,0.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,phase_3.Recirculacion.Visco_max,2023-02-14 05:03:15,800.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-11 10:19:25,7390.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-11 20:49:30,34245.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-12 04:28:05,27215.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-12 07:41:10,11395.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-12 15:19:00,27330.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-12 19:51:25,15705.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-12 23:15:40,12140.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-13 03:05:20,13670.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-13 06:09:20,10930.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-13 13:30:15,26345.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-13 22:33:35,7735.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-14 03:33:55,18020.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44226,None,COMPLETE,total_duration,2023-02-14 06:07:30,9215.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-11 10:19:25,3560.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-11 20:49:30,300.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-12 04:28:05,190.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-12 07:41:10,140.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-12 15:19:00,640.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-12 19:51:25,115.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-12 23:15:40,110.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-13 03:05:20,110.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-13 06:09:20,110.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-13 13:30:15,24865.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-13 22:33:35,0.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,non_value_operating_time,2023-02-14 03:33:55,0.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-11 08:16:15,10.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-11 11:18:45,335.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-11 20:54:30,115.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-12 04:31:15,40.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-12 07:43:30,115.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-12 15:29:40,20.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-12 19:53:20,120.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-12 23:17:30,120.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-13 03:07:10,120.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-13 06:11:10,115.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-13 20:24:40,410.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-13 22:33:35,70.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_1.Inicio.duration,2023-02-14 03:33:55,10.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-11 08:16:25,7370.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-11 11:24:20,5925.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-11 20:56:25,10165.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-12 04:31:55,8010.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-12 07:45:25,5785.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-12 15:30:00,10265.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-12 19:55:20,6560.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-12 23:19:30,9290.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-13 03:09:10,5755.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-13 06:13:05,9365.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-13 20:31:30,19245.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-13 22:34:45,11850.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_2.Medicion.duration,2023-02-14 03:34:05,5350.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-11 10:19:15,10.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-11 13:03:05,27985.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-11 23:45:50,16935.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-12 06:45:25,3345.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-12 09:21:50,21430.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-12 18:21:05,5420.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-12 21:44:40,5460.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-13 01:54:20,4260.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-13 04:45:05,5055.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-13 08:49:10,16865.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-14 01:52:15,6100.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.duration,2023-02-14 05:03:15,3855.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-11 10:19:15,0.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-11 13:03:05,4504.4478
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-11 23:45:50,5678.35
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-12 06:45:25,29858.371
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-12 09:21:50,4409.238
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-12 18:21:05,21274.807
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-12 21:44:40,18066.637
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-13 01:54:20,22789.889
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-13 04:45:05,19373.918
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-13 08:49:10,5344.213
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-14 01:52:15,66.592026
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Peso_avg,2023-02-14 05:03:15,26270.773
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-11 10:19:15,0.0
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-11 13:03:05,63897.484
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-11 23:45:50,66975.87
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-12 06:45:25,62665.25
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-12 09:21:50,64876.69
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-12 18:21:05,63586.004
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-12 21:44:40,62073.35
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-13 01:54:20,60483.406
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-13 04:45:05,61714.633
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-13 08:49:10,61407.76
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-14 01:52:15,25529.963
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Densidad_max,2023-02-14 05:03:15,68504.29
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-11 10:19:15,0.23433232
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-11 13:03:05,1.2375603
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-11 23:45:50,1.2883555
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-12 06:45:25,1.9153359
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-12 09:21:50,1.2608618
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-12 18:21:05,1.7027795
Amera,HomeEssentials,FabricConditioner,MX-FB-03,MX-FB-Visc_pred_v0.14,UNDEFINED,44245,None,COMPLETE,phase_3.Recirculacion.Presion_avg,2023-02-12 21:44:40,1.651462
